SPECIESID,SpecCode,Genus,Species,FBname,Kingdom,Phylum,Class,Order,Family,group,genus_species,iucn_category,iucn_criteria,iucn_population_trend,iucn_published_year,iucn_weight
Fis-32102,6966,Cyclothone,pallida,Tan bristlemouth,Animalia,Chordata,Actinopterygii,Stomiiformes,Gonostomatidae,Coastal fishes,Cyclothone pallida,LC,NA,Stable,2015,0
URM-2-29,56262,Achelia,hoekii,NA,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Sea spiders,Achelia hoekii,NA,NA,NA,NA,NA
Fis-32103,6967,Cyclothone,pseudopallida,Slender bristlemouth,Animalia,Chordata,Actinopterygii,Stomiiformes,Gonostomatidae,Coastal fishes,Cyclothone pseudopallida,LC,NA,Stable,2015,0
Fis-32104,6968,Argyropelecus,hemigymnus,Half-naked hatchetfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae,Coastal fishes,Argyropelecus hemigymnus,LC,NA,Stable,2010,0
Fis-32105,6969,Sternoptyx,pseudodiaphana,False oblique hatchetfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae,Coastal fishes,Sternoptyx pseudodiaphana,LC,NA,Unknown,2015,0
Fis-32106,6970,Idiacanthus,atlanticus,Black dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Coastal fishes,Idiacanthus atlanticus,LC,NA,Unknown,2015,0
Fis-32108,6973,Trigonolampa,miriceps,Threelight dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Coastal fishes,Trigonolampa miriceps,LC,NA,Unknown,2015,0
Fis-136946,6977,Arctozenus,risso,Spotted barracudina,Animalia,Chordata,Actinopterygii,Aulopiformes,Paralepididae,Coastal fishes,Arctozenus risso,LC,NA,Unknown,2015,0
Fis-26357,6981,Ceratoscopelus,warmingii,Warming's lantern fish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Ceratoscopelus warmingii,LC,NA,Stable,2015,0
Fis-32113,6983,Diaphus,ostenfeldi,Ostenfeld's lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Diaphus ostenfeldi,LC,NA,Unknown,2015,0
Fis-139573,6999,Nannobrachium,atrum,Dusky lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Nannobrachium atrum,LC,NA,Unknown,2015,0
Fis-26373,7013,Taaningichthys,bathyphilus,Deepwater lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Taaningichthys bathyphilus,LC,NA,Unknown,2015,0
Fis-60103,7147,Sio,nordenskjoldii,Nordenskjold's bigscale,Animalia,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,Coastal fishes,Sio nordenskjoldii,NA,NA,NA,NA,NA
Fis-32327,7384,Cyclothone,atraria,Deep-water bristlemouth,Animalia,Chordata,Actinopterygii,Stomiiformes,Gonostomatidae,Coastal fishes,Cyclothone atraria,NA,NA,NA,NA,NA
Fis-26523,7388,Danaphos,oculatus,Bottlelights,Animalia,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae,Coastal fishes,Danaphos oculatus,NA,NA,NA,NA,NA
Fis-32330,7389,Sternoptyx,diaphana,Diaphanous hatchet fish,Animalia,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae,Coastal fishes,Sternoptyx diaphana,LC,NA,Unknown,2015,0
Fis-32332,7392,Argyropelecus,sladeni,Sladen's hatchet fish,Animalia,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae,Coastal fishes,Argyropelecus sladeni,LC,NA,Unknown,2015,0
Fis-32333,7394,Astronesthes,lucifer,Pacific astronesthid fish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Coastal fishes,Astronesthes lucifer,NA,NA,NA,NA,NA
Fis-32334,7395,Melanostomias,valdiviae,Valdivia black dragon fish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Coastal fishes,Melanostomias valdiviae,LC,NA,Unknown,2015,0
Fis-32336,7397,Opisthoproctus,soleatus,Barrel-eye,Animalia,Chordata,Actinopterygii,Osmeriformes,Opisthoproctidae,Coastal fishes,Opisthoproctus soleatus,LC,NA,Unknown,2015,0
Fis-26527,7401,Lestidiops,mirabilis,Strange pike smelt,Animalia,Chordata,Actinopterygii,Aulopiformes,Paralepididae,Coastal fishes,Lestidiops mirabilis,NA,NA,NA,NA,NA
Fis-32339,7403,Sudis,atrox,Fierce pike smelt,Animalia,Chordata,Actinopterygii,Aulopiformes,Paralepididae,Coastal fishes,Sudis atrox,LC,NA,Unknown,2015,0
Fis-32340,7405,Bolinichthys,distofax,NA,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Bolinichthys distofax,LC,NA,Unknown,2015,0
Fis-26529,7406,Bolinichthys,longipes,Popeye lampfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Bolinichthys longipes,NA,NA,NA,NA,NA
Fis-26531,7409,Diogenichthys,atlanticus,Longfin lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Diogenichthys atlanticus,LC,NA,Stable,2015,0
Fis-26532,7411,Lampadena,luminosa,Luminous lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Lampadena luminosa,LC,NA,Unknown,2015,0
Fis-32343,7412,Lampadena,urophaos,Sunbeam lampfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Lampadena urophaos,NA,NA,NA,NA,NA
Fis-32344,7413,Lampanyctus,nobilis,Noble lampfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Lampanyctus nobilis,LC,NA,Unknown,2015,0
Fis-32345,7414,Lampanyctus,steinbecki,Longfin lampfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Lampanyctus steinbecki,NA,NA,NA,NA,NA
Fis-32347,7416,Myctophum,obtusirostre,Bluntsnout lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Myctophum obtusirostre,LC,NA,Unknown,2015,0
Fis-26533,7417,Notoscopelus,caudispinosus,Lobisomem,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Notoscopelus caudispinosus,LC,NA,Unknown,2015,0
Fis-26534,7419,Taaningichthys,minimus,Waistcoat lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Taaningichthys minimus,LC,NA,Unknown,2015,0
Fis-32349,7420,Taaningichthys,paurolychnus,NA,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Taaningichthys paurolychnus,LC,NA,Unknown,2015,0
Fis-26535,7421,Triphoturus,nigrescens,Highseas lampfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Triphoturus nigrescens,NA,NA,NA,NA,NA
Fis-32350,7422,Neoscopelus,macrolepidotus,Large-scaled lantern fish,Animalia,Chordata,Actinopterygii,Myctophiformes,Neoscopelidae,Coastal fishes,Neoscopelus macrolepidotus,LC,NA,Unknown,2015,0
Fis-26536,7423,Benthosema,fibulatum,Spinycheek lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Benthosema fibulatum,NA,NA,NA,NA,NA
Fis-26537,7424,Myctophum,affine,Metallic lantern fish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Myctophum affine,LC,NA,Stable,2015,0
Fis-32351,7425,Myctophum,selenops,Wisner's lantern fish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Myctophum selenops,LC,NA,Unknown,2015,0
Fis-32353,7432,Diaphus,adenomus,Gilbert's large lantern fish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Diaphus adenomus,NA,NA,NA,NA,NA
Fis-32355,7434,Diaphus,brachycephalus,Short-headed lantern fish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Diaphus brachycephalus,LC,NA,Unknown,2015,0
Fis-32356,7435,Diaphus,chrysorhynchus,Golden-nosed lantern fish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Diaphus chrysorhynchus,NA,NA,NA,NA,NA
Fis-26541,7436,Diaphus,perspicillatus,Transparent lantern fish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Diaphus perspicillatus,LC,NA,Stable,2015,0
Fis-32357,7437,Diaphus,fragilis,Fragile lantern fish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Diaphus fragilis,LC,NA,Unknown,2015,0
Fis-15811,7438,Diaphus,metopoclampus,Spothead lantern fish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Diaphus metopoclampus,LC,NA,Unknown,2015,0
Fis-32358,7439,Diaphus,phillipsi,Bolin's lantern fish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Diaphus phillipsi,NA,NA,NA,NA,NA
Fis-32359,7440,Diaphus,termophilus,Taaning's lantern fish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Diaphus termophilus,LC,NA,Stable,2015,0
Fis-120072,7441,Nannobrachium,nigrum,Black lantern fish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Nannobrachium nigrum,NA,NA,NA,NA,NA
Fis-32360,7442,Bathypterois,atricolor,Attenuated spider fish,Animalia,Chordata,Actinopterygii,Aulopiformes,Ipnopidae,Coastal fishes,Bathypterois atricolor,LC,NA,Unknown,2015,0
Fis-32361,7444,Gigantura,indica,Telescopefish,Animalia,Chordata,Actinopterygii,Aulopiformes,Giganturidae,Coastal fishes,Gigantura indica,LC,NA,Unknown,2015,0
Fis-32362,7445,Derichthys,serpentinus,Narrownecked oceanic eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Derichthyidae,Coastal fishes,Derichthys serpentinus,LC,NA,Unknown,2010,0
Fis-64212,7477,Serrivomer,beanii,Stout sawpalate,Animalia,Chordata,Actinopterygii,Anguilliformes,Serrivomeridae,Coastal fishes,Serrivomer beanii,LC,NA,Unknown,2015,0
Fis-32379,7478,Stemonidium,hypomelas,Black serrivomerid eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Serrivomeridae,Coastal fishes,Stemonidium hypomelas,LC,NA,Unknown,2015,0
Fis-26569,7509,Cheilopogon,atrisignis,Glider flyingfish,Animalia,Chordata,Actinopterygii,Beloniformes,Exocoetidae,Coastal fishes,Cheilopogon atrisignis,NA,NA,NA,NA,NA
Fis-26609,7600,Trachonurus,villosus,Furry whiptail,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coastal fishes,Trachonurus villosus,NA,NA,NA,NA,NA
Fis-26644,7695,Cheilopogon,cyanopterus,Margined flyingfish,Animalia,Chordata,Actinopterygii,Beloniformes,Exocoetidae,Coastal fishes,Cheilopogon cyanopterus,LC,NA,Unknown,2015,0
Fis-26645,7696,Cheilopogon,nigricans,Blacksail flyingfish,Animalia,Chordata,Actinopterygii,Beloniformes,Exocoetidae,Coastal fishes,Cheilopogon nigricans,LC,NA,Unknown,2015,0
Fis-153269,7754,Scomberesox,simulans,Dwarf saury,Animalia,Chordata,Actinopterygii,Beloniformes,Scomberesocidae,Coastal fishes,Scomberesox simulans,LC,NA,Stable,2015,0
Fis-164094,8233,Ariomma,luridum,Ariommid,Animalia,Chordata,Actinopterygii,Perciformes,Ariommatidae,Coastal fishes,Ariomma luridum,NA,NA,NA,NA,NA
Fis-32810,8397,Cubiceps,caeruleus,Blue fathead,Animalia,Chordata,Actinopterygii,Perciformes,Nomeidae,Coastal fishes,Cubiceps caeruleus,LC,NA,Unknown,2015,0
Fis-32814,8421,Bregmaceros,mcclellandi,Unicorn cod,Animalia,Chordata,Actinopterygii,Gadiformes,Bregmacerotidae,Coastal fishes,Bregmaceros mcclellandi,NA,NA,NA,NA,NA
Fis-27056,8562,Trachonurus,sulcatus,Bristly grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coastal fishes,Trachonurus sulcatus,NA,NA,NA,NA,NA
Fis-33095,8943,Acanthonus,armatus,Bony-eared assfish,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,Coastal fishes,Acanthonus armatus,LC,NA,Unknown,2015,0
Fis-27227,8946,Bassozetus,taenia,NA,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,Coastal fishes,Bassozetus taenia,LC,NA,Unknown,2015,0
Fis-33096,8950,Brotulotaenia,brevicauda,NA,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,Coastal fishes,Brotulotaenia brevicauda,NA,NA,NA,NA,NA
Fis-33097,8951,Brotulotaenia,crassa,Violet cuskeel,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,Coastal fishes,Brotulotaenia crassa,NA,NA,NA,NA,NA
Fis-27245,8991,Spectrunculus,grandis,Pudgy cuskeel,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,Coastal fishes,Spectrunculus grandis,LC,NA,Unknown,2015,0
Fis-33132,9009,Aldrovandia,gracilis,NA,Animalia,Chordata,Actinopterygii,Notacanthiformes,Halosauridae,Coastal fishes,Aldrovandia gracilis,LC,NA,Unknown,2015,0
Fis-33133,9011,Aldrovandia,oleosa,NA,Animalia,Chordata,Actinopterygii,Notacanthiformes,Halosauridae,Coastal fishes,Aldrovandia oleosa,LC,NA,Unknown,2015,0
Fis-33135,9016,Halosaurus,guentheri,NA,Animalia,Chordata,Actinopterygii,Notacanthiformes,Halosauridae,Coastal fishes,Halosaurus guentheri,LC,NA,Unknown,2015,0
Fis-170050,9027,Scomberesox,scombroides,King gar,Animalia,Chordata,Actinopterygii,Beloniformes,Scomberesocidae,Coastal fishes,Scomberesox scombroides,NA,NA,NA,NA,NA
Fis-33142,9030,Diaphus,subtilis,NA,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Diaphus subtilis,DD,NA,Unknown,2015,NA
Fis-33148,9040,Cetostoma,regani,Pink flabby whalefish,Animalia,Chordata,Actinopterygii,Cetomimiformes,Cetomimidae,Coastal fishes,Cetostoma regani,DD,NA,Unknown,2015,NA
Fis-27269,9042,Ditropichthys,storeri,NA,Animalia,Chordata,Actinopterygii,Cetomimiformes,Cetomimidae,Coastal fishes,Ditropichthys storeri,DD,NA,Unknown,2015,NA
Fis-22740,51,Brosme,brosme,Tusk,Animalia,Chordata,Actinopterygii,Gadiformes,Lotidae,Coastal fishes,Brosme brosme,NA,NA,NA,NA,NA
Fis-27270,9043,Eutaeniophorus,festivus,Festive ribbonfish,Animalia,Chordata,Actinopterygii,Cetomimiformes,Cetomimidae,Coastal fishes,Eutaeniophorus festivus,NA,NA,NA,NA,NA
Fis-131546,9046,Acanthochaenus,luetkenii,Pricklefish,Animalia,Chordata,Actinopterygii,Stephanoberyciformes,Stephanoberycidae,Coastal fishes,Acanthochaenus luetkenii,LC,NA,Unknown,2015,0
Fis-33155,9054,Melamphaes,longivelis,Eyebrow bigscale,Animalia,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,Coastal fishes,Melamphaes longivelis,DD,NA,Unknown,2015,NA
Fis-33156,9055,Melamphaes,pumilus,NA,Animalia,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,Coastal fishes,Melamphaes pumilus,DD,NA,Unknown,2015,NA
Fis-27275,9056,Diretmoides,pauciradiatus,Longwing spinyfin,Animalia,Chordata,Actinopterygii,Beryciformes,Diretmidae,Coastal fishes,Diretmoides pauciradiatus,LC,NA,Unknown,2015,0
Fis-27276,9057,Diretmichthys,parini,Parin's spinyfish,Animalia,Chordata,Actinopterygii,Beryciformes,Diretmidae,Coastal fishes,Diretmichthys parini,LC,NA,Unknown,2015,0
Fis-33162,9070,Serrivomer,schmidti,NA,Animalia,Chordata,Actinopterygii,Anguilliformes,Serrivomeridae,Coastal fishes,Serrivomer schmidti,NA,NA,NA,NA,NA
Fis-27299,9100,Nessorhamphus,ingolfianus,Duckbill oceanic eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Derichthyidae,Coastal fishes,Nessorhamphus ingolfianus,LC,NA,Unknown,2015,0
Fis-33178,9103,Ilyophis,brunneus,Muddy arrowtooth eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Synaphobranchidae,Coastal fishes,Ilyophis brunneus,LC,NA,Unknown,2015,0
Fis-53729,23396,Howella,zina,NA,Animalia,Chordata,Actinopterygii,Perciformes,Howellidae,Coastal fishes,Howella zina,NA,NA,NA,NA,NA
Fis-33179,9104,Synaphobranchus,kaupii,Kaup's arrowtooth eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Synaphobranchidae,Coastal fishes,Synaphobranchus kaupii,LC,NA,Stable,2010,0
Fis-27301,9105,Avocettina,acuticeps,Southern snipe eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Nemichthyidae,Coastal fishes,Avocettina acuticeps,NA,NA,NA,NA,NA
Fis-27302,9107,Nemichthys,curvirostris,Boxer snipe eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Nemichthyidae,Coastal fishes,Nemichthys curvirostris,LC,NA,Unknown,2015,0
Fis-33181,9108,Cyema,atrum,Bobtail eel,Animalia,Chordata,Actinopterygii,Saccopharyngiformes,Cyematidae,Coastal fishes,Cyema atrum,LC,NA,Unknown,2015,0
Fis-33188,9116,Xenophthalmichthys,danae,NA,Animalia,Chordata,Actinopterygii,Osmeriformes,Microstomatidae,Coastal fishes,Xenophthalmichthys danae,LC,NA,Unknown,2015,0
Fis-139718,9118,Bathylagichthys,greyae,Grey's deepsea smelt,Animalia,Chordata,Actinopterygii,Osmeriformes,Bathylagidae,Coastal fishes,Bathylagichthys greyae,LC,NA,Unknown,2015,0
Fis-164211,9120,Dolichopteroides,binocularis,NA,Animalia,Chordata,Actinopterygii,Osmeriformes,Opisthoproctidae,Coastal fishes,Dolichopteroides binocularis,LC,NA,Unknown,2015,0
Fis-33193,9122,Opisthoproctus,grimaldii,Mirrorbelly,Animalia,Chordata,Actinopterygii,Osmeriformes,Opisthoproctidae,Coastal fishes,Opisthoproctus grimaldii,LC,NA,Unknown,2015,0
Fis-27305,9123,Rhynchohyalus,natalensis,Glasshead barreleye,Animalia,Chordata,Actinopterygii,Osmeriformes,Opisthoproctidae,Coastal fishes,Rhynchohyalus natalensis,LC,NA,Unknown,2015,0
Fis-33194,9124,Winteria,telescopa,Binocular fish,Animalia,Chordata,Actinopterygii,Osmeriformes,Opisthoproctidae,Coastal fishes,Winteria telescopa,LC,NA,Unknown,2015,0
Fis-33198,9129,Bathymicrops,regis,NA,Animalia,Chordata,Actinopterygii,Aulopiformes,Ipnopidae,Coastal fishes,Bathymicrops regis,LC,NA,Unknown,2015,0
Fis-33203,9134,Grammicolepis,brachiusculus,Thorny tinselfish,Animalia,Chordata,Actinopterygii,Zeiformes,Grammicolepididae,Coastal fishes,Grammicolepis brachiusculus,LC,NA,Unknown,2015,0
Fis-33206,9139,Bathypterois,longipes,Abyssal spiderfish,Animalia,Chordata,Actinopterygii,Aulopiformes,Ipnopidae,Coastal fishes,Bathypterois longipes,LC,NA,Unknown,2015,0
Fis-27309,9144,Allocyttus,verrucosus,Warty dory,Animalia,Chordata,Actinopterygii,Zeiformes,Oreosomatidae,Coastal fishes,Allocyttus verrucosus,LC,NA,Stable,2015,0
Fis-33212,9146,Neocyttus,rhomboidalis,Spiky oreo,Animalia,Chordata,Actinopterygii,Zeiformes,Oreosomatidae,Coastal fishes,Neocyttus rhomboidalis,NA,NA,NA,NA,NA
Fis-33219,9155,Ahliesaurus,berryi,NA,Animalia,Chordata,Actinopterygii,Aulopiformes,Notosudidae,Coastal fishes,Ahliesaurus berryi,LC,NA,Unknown,2015,0
Fis-33221,9157,Luciosudis,normani,Paperbones,Animalia,Chordata,Actinopterygii,Aulopiformes,Notosudidae,Coastal fishes,Luciosudis normani,LC,NA,Unknown,2015,0
Fis-139727,9168,Dolicholagus,longirostris,Longsnout blacksmelt,Animalia,Chordata,Actinopterygii,Osmeriformes,Bathylagidae,Coastal fishes,Dolicholagus longirostris,LC,NA,Unknown,2015,0
Fis-33234,9174,Asquamiceps,caeruleus,NA,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,Coastal fishes,Asquamiceps caeruleus,LC,NA,Unknown,2015,0
Fis-27531,9888,Cubiceps,capensis,Cape fathead,Animalia,Chordata,Actinopterygii,Perciformes,Nomeidae,Coastal fishes,Cubiceps capensis,LC,NA,Unknown,2015,0
URM-2-33,56266,Achelia,laevis,NA,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Sea spiders,Achelia laevis,NA,NA,NA,NA,NA
Fis-33734,9965,Bonapartia,pedaliota,Longray fangjaw,Animalia,Chordata,Actinopterygii,Stomiiformes,Gonostomatidae,Coastal fishes,Bonapartia pedaliota,LC,NA,Unknown,2015,0
Fis-52356,9968,Cyclothone,alba,Bristlemouth,Animalia,Chordata,Actinopterygii,Stomiiformes,Gonostomatidae,Coastal fishes,Cyclothone alba,LC,NA,Stable,2015,0
Fis-33740,9983,Cyclothone,obscura,Hidden bristlemouth,Animalia,Chordata,Actinopterygii,Stomiiformes,Gonostomatidae,Coastal fishes,Cyclothone obscura,LC,NA,Unknown,2015,0
Fis-33786,10151,Maulisia,mauli,Maul's searsid,Animalia,Chordata,Actinopterygii,Osmeriformes,Platytroctidae,Coastal fishes,Maulisia mauli,LC,NA,Unknown,2015,0
Fis-27692,10154,Neonesthes,capensis,Cape snaggletooth,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Coastal fishes,Neonesthes capensis,LC,NA,Unknown,2015,0
Fis-14391,10156,Manducus,maderensis,NA,Animalia,Chordata,Actinopterygii,Stomiiformes,Gonostomatidae,Coastal fishes,Manducus maderensis,DD,NA,Unknown,2015,NA
Fis-33790,10157,Malacosteus,niger,Stoplight loosejaw,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Coastal fishes,Malacosteus niger,LC,NA,Unknown,2015,0
Fis-33791,10158,Leptostomias,gracilis,NA,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Coastal fishes,Leptostomias gracilis,LC,NA,Unknown,2015,0
Fis-33793,10161,Melanostomias,biseriatus,NA,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Coastal fishes,Melanostomias biseriatus,LC,NA,Unknown,2015,0
Fis-33794,10162,Melanostomias,macrophotus,NA,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Coastal fishes,Melanostomias macrophotus,NA,NA,NA,NA,NA
Fis-27695,10163,Photonectes,braueri,Brauer's dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Coastal fishes,Photonectes braueri,LC,NA,Unknown,2015,0
Fis-27696,10164,Phosichthys,argenteus,Silver lightfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Phosichthyidae,Coastal fishes,Phosichthys argenteus,LC,NA,Unknown,2015,0
Fis-33797,10167,Stomias,affinis,Günther's boafish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Coastal fishes,Stomias affinis,LC,NA,Unknown,2015,0
Fis-27697,10169,Lestrolepis,intermedia,NA,Animalia,Chordata,Actinopterygii,Aulopiformes,Paralepididae,Coastal fishes,Lestrolepis intermedia,LC,NA,Unknown,2015,0
Fis-33799,10170,Lestidium,atlanticum,Atlantic barracudina,Animalia,Chordata,Actinopterygii,Aulopiformes,Paralepididae,Coastal fishes,Lestidium atlanticum,LC,NA,Unknown,2015,0
Fis-27700,10174,Diaphus,splendidus,Horned lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Diaphus splendidus,LC,NA,Unknown,2015,0
W-Hyd-135420,44661,Diphyes,dispar,NA,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Hydrozoans,Diphyes dispar,NA,NA,NA,NA,NA
Fis-33801,10175,Diaphus,taaningi,Slopewater lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Diaphus taaningi,DD,NA,Stable,2015,NA
Fis-33802,10176,Neoscopelus,microchir,Shortfin neoscopelid,Animalia,Chordata,Actinopterygii,Myctophiformes,Neoscopelidae,Coastal fishes,Neoscopelus microchir,NA,NA,NA,NA,NA
Fis-33803,10177,Odontomacrurus,murrayi,Roundhead grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coastal fishes,Odontomacrurus murrayi,LC,NA,Unknown,2015,0
Fis-33804,10180,Diceratias,pileatus,NA,Animalia,Chordata,Actinopterygii,Lophiiformes,Diceratiidae,Coastal fishes,Diceratias pileatus,LC,NA,Unknown,2015,0
Fis-148858,10181,Bufoceratias,wedli,NA,Animalia,Chordata,Actinopterygii,Lophiiformes,Diceratiidae,Coastal fishes,Bufoceratias wedli,LC,NA,Unknown,2015,0
